age,gender,height_cm,weight_kg,bmi,bmi_category,bmr,tdee,activity_level,activity_multiplier,Mod_act,Vig_act,has_activity_data,fitness_goal,workout_template_id,nutrition_template_id,data_source,split
48,Female,165.1,72.6,26.63,Overweight,1422.3,1834.8,Low Activity,1.29,1.0,0.0,True,Fat Loss,1,2,real,train
56,Male,185.4,93.0,27.05,Overweight,1906.0,3449.9,High Activity,1.81,10.0,3.0,True,Fat Loss,3,2,real,train
39,Male,154.9,86.2,35.9,Obese,1765.1,3194.8,High Activity,1.81,15.0,5.0,True,Fat Loss,3,3,real,train
42,Female,170.2,81.6,28.19,Overweight,1547.9,2801.8,High Activity,1.81,14.0,1.0,True,Fat Loss,3,2,real,train
31,Female,175.3,68.0,22.15,Normal,1485.5,2302.5,Moderate Activity,1.55,4.0,0.0,True,Fat Loss,2,1,real,train
64,Female,162.6,99.8,37.76,Obese,1596.8,2890.3,High Activity,1.81,50.0,0.0,True,Fat Loss,3,3,real,train
40,Female,167.6,81.6,29.05,Overweight,1548.7,2803.2,High Activity,1.81,30.0,0.0,True,Fat Loss,3,2,real,train
32,Male,170.2,61.7,21.3,Normal,1549.8,2805.2,High Activity,1.81,5.0,1.0,True,Muscle Gain,6,5,real,train
43,Male,190.5,83.9,23.12,Normal,1882.7,3407.6,High Activity,1.81,16.0,8.0,True,Maintenance,9,6,real,train
60,Male,180.3,99.8,30.68,Obese,1950.1,3529.7,High Activity,1.81,15.0,5.0,True,Fat Loss,3,3,real,train
64,Female,157.5,74.8,30.18,Obese,1350.4,2444.3,High Activity,1.81,12.0,2.0,True,Fat Loss,3,3,real,train
20,Male,185.4,79.4,23.09,Normal,1928.1,3489.8,High Activity,1.81,40.0,5.0,True,Maintenance,9,6,real,train
43,Male,175.3,80.7,26.29,Overweight,1767.0,3198.3,High Activity,1.81,20.0,0.0,True,Fat Loss,3,2,real,train
65,Female,165.1,64.4,23.63,Normal,1273.2,2304.5,High Activity,1.81,6.0,0.0,True,Maintenance,9,6,real,train
46,Female,172.7,100.7,33.75,Obese,1714.6,3103.5,High Activity,1.81,5.0,0.0,True,Fat Loss,3,3,real,train
56,Male,167.6,79.4,28.25,Overweight,1638.4,2965.5,High Activity,1.81,5.0,1.0,True,Fat Loss,3,2,real,train
51,Female,175.3,95.3,31.01,Obese,1650.5,2987.5,High Activity,1.81,10.0,0.0,True,Fat Loss,3,3,real,train
45,Female,165.1,124.7,45.76,Obese,1917.7,3471.0,High Activity,1.81,10.0,0.0,True,Fat Loss,3,3,real,train
22,Male,152.4,79.4,34.18,Obese,1758.3,3182.5,High Activity,1.81,20.0,20.0,True,Fat Loss,3,3,real,train
50,Female,167.6,77.1,27.44,Overweight,1463.5,1887.9,Low Activity,1.29,2.0,0.0,True,Maintenance,7,7,real,train
53,Male,182.9,108.9,32.55,Obese,2123.5,3843.6,High Activity,1.81,20.0,20.0,True,Fat Loss,3,3,real,train
54,Male,180.3,82.6,25.38,Overweight,1753.2,3173.3,High Activity,1.81,8.0,0.0,True,Maintenance,9,7,real,train
61,Male,193.0,97.5,26.17,Overweight,1975.0,3574.7,High Activity,1.81,40.0,0.0,True,Maintenance,9,7,real,train
53,Male,188.0,117.9,33.38,Obese,2269.5,4107.7,High Activity,1.81,15.0,10.0,True,Fat Loss,3,3,real,train
58,Male,154.9,86.2,35.9,Obese,1657.2,2999.6,High Activity,1.81,6.0,3.0,True,Fat Loss,3,3,real,train
60,Female,160.0,47.6,18.6,Normal,1123.9,2034.3,High Activity,1.81,6.0,0.0,True,Maintenance,9,6,real,train
34,Female,157.5,54.4,21.95,Normal,1291.6,2337.7,High Activity,1.81,6.0,5.0,True,Maintenance,9,6,real,train
22,Male,154.9,68.0,28.34,Overweight,1618.5,2508.7,Moderate Activity,1.55,0.0,2.0,True,Fat Loss,2,2,real,train
52,Female,172.7,68.0,22.81,Normal,1386.7,2509.9,High Activity,1.81,80.0,2.0,True,Fat Loss,3,1,real,train
39,Male,180.3,81.6,25.1,Overweight,1826.2,3305.5,High Activity,1.81,7.0,0.0,True,Maintenance,9,7,real,train
34,Male,154.9,88.5,36.84,Obese,1823.9,3301.2,High Activity,1.81,18.0,1.0,True,Fat Loss,3,3,real,train
55,Female,170.2,61.2,21.14,Normal,1302.9,2358.2,High Activity,1.81,20.0,0.0,True,Fat Loss,3,1,real,train
60,Male,180.3,82.6,25.38,Overweight,1719.2,3111.7,High Activity,1.81,10.0,0.0,True,Fat Loss,3,2,real,train
20,Female,160.0,54.4,21.26,Normal,1360.1,2461.7,High Activity,1.81,4.0,6.0,True,Maintenance,9,6,real,train
34,Female,167.6,54.4,19.37,Normal,1323.0,2394.7,High Activity,1.81,5.0,0.0,True,Fat Loss,3,1,real,train
40,Female,162.6,90.7,34.33,Obese,1616.9,2926.5,High Activity,1.81,4.0,4.0,True,Fat Loss,3,3,real,train
50,Female,162.6,59.0,22.31,Normal,1280.0,2316.7,High Activity,1.81,20.0,0.0,True,Fat Loss,3,1,real,train
48,Female,157.5,81.6,32.92,Obese,1482.6,2683.5,High Activity,1.81,8.0,2.0,True,Fat Loss,3,3,real,train
39,Male,175.3,77.1,25.1,Overweight,1741.1,3151.4,High Activity,1.81,56.0,4.0,True,Maintenance,9,7,real,train
35,Male,154.9,79.4,33.07,Obese,1696.7,3071.0,High Activity,1.81,5.0,25.0,True,Fat Loss,3,3,real,train
64,Female,154.9,52.2,21.73,Normal,1132.8,2050.4,High Activity,1.81,7.0,0.0,True,Maintenance,9,6,real,train
47,Male,180.3,104.3,32.08,Obese,2084.7,3773.2,High Activity,1.81,1.0,40.0,True,Fat Loss,3,3,real,train
45,Male,157.5,72.6,29.26,Overweight,1560.9,2419.4,Moderate Activity,1.55,0.0,0.0,False,Fat Loss,2,2,real,train
48,Female,167.6,59.0,20.98,Normal,1304.4,2360.9,High Activity,1.81,28.0,0.0,True,Maintenance,9,6,real,train
53,Female,172.7,95.3,31.93,Obese,1634.0,2957.6,High Activity,1.81,8.0,0.0,True,Fat Loss,3,3,real,train
22,Male,190.5,127.0,35.0,Obese,2579.2,4668.3,High Activity,1.81,5.0,0.0,True,Fat Loss,3,3,real,train
34,Female,154.9,68.0,28.34,Overweight,1409.5,2184.8,Moderate Activity,1.55,3.0,1.0,True,Fat Loss,2,2,real,train
54,Female,165.1,74.8,27.46,Overweight,1417.3,2565.4,High Activity,1.81,8.0,5.0,True,Fat Loss,3,2,real,train
60,Male,154.9,70.3,29.29,Overweight,1433.2,2594.1,High Activity,1.81,15.0,5.0,True,Fat Loss,3,2,real,train
60,Male,170.2,86.2,29.76,Overweight,1719.0,3111.4,High Activity,1.81,10.0,0.0,True,Fat Loss,3,2,real,train
57,Male,182.9,93.0,27.8,Overweight,1888.2,3417.6,High Activity,1.81,5.0,0.0,True,Fat Loss,3,2,real,train
53,Female,157.5,61.2,24.69,Normal,1272.2,1971.9,Moderate Activity,1.55,4.0,0.0,True,Maintenance,8,6,real,train
43,Female,167.6,65.8,23.4,Normal,1388.9,2152.8,Moderate Activity,1.55,4.0,0.0,True,Fat Loss,2,1,real,train
19,Female,167.6,58.1,20.66,Normal,1421.6,2573.0,High Activity,1.81,20.0,20.0,True,Muscle Gain,6,5,real,train
63,Male,182.9,81.2,24.28,Normal,1696.1,3069.9,High Activity,1.81,56.0,0.0,True,Fat Loss,3,1,real,train
48,Female,167.6,63.5,22.6,Normal,1346.3,2436.8,High Activity,1.81,40.0,2.0,True,Maintenance,9,6,real,train
21,Female,160.0,52.2,20.37,Normal,1334.8,2415.9,High Activity,1.81,10.0,5.0,True,Fat Loss,3,1,real,train
47,Male,182.9,83.9,25.09,Overweight,1823.4,3300.3,High Activity,1.81,20.0,20.0,True,Fat Loss,3,2,real,train
53,Female,165.1,83.9,30.79,Obese,1505.5,2725.0,High Activity,1.81,20.0,0.0,True,Fat Loss,3,3,real,train
52,Male,172.7,81.6,27.37,Overweight,1715.9,3105.7,High Activity,1.81,6.0,1.0,True,Fat Loss,3,2,real,train
45,Male,172.7,97.5,32.69,Obese,1968.3,3562.6,High Activity,1.81,35.0,0.0,True,Fat Loss,3,3,real,train
57,Male,180.3,77.1,23.71,Normal,1663.3,3010.5,High Activity,1.81,0.0,5.0,True,Fat Loss,3,1,real,train
30,Female,165.1,56.7,20.8,Normal,1353.5,2449.8,High Activity,1.81,20.0,5.0,True,Maintenance,9,6,real,train
27,Female,167.6,59.0,20.98,Normal,1395.3,2525.5,High Activity,1.81,30.0,0.0,True,Muscle Gain,6,5,real,train
50,Female,167.6,68.0,24.21,Normal,1379.6,2497.1,High Activity,1.81,0.0,10.0,True,Fat Loss,3,1,real,train
65,Female,165.1,61.2,22.46,Normal,1243.9,2251.4,High Activity,1.81,35.0,0.0,True,Maintenance,9,6,real,train
38,Female,170.2,63.5,21.93,Normal,1397.5,2529.4,High Activity,1.81,20.0,0.0,True,Fat Loss,3,1,real,train
30,Female,167.6,68.9,24.53,Normal,1474.6,2669.0,High Activity,1.81,10.0,0.0,True,Maintenance,9,6,real,train
56,Female,162.6,81.6,30.9,Obese,1463.7,2649.3,High Activity,1.81,5.0,0.0,True,Fat Loss,3,3,real,train
38,Female,167.6,67.1,23.89,Normal,1423.2,2205.9,Moderate Activity,1.55,4.0,0.0,True,Fat Loss,2,1,real,train
37,Female,162.6,81.6,30.9,Obese,1546.0,2798.2,High Activity,1.81,20.0,0.0,True,Fat Loss,3,3,real,train
49,Female,175.3,99.8,32.49,Obese,1701.1,2194.5,Low Activity,1.29,2.0,0.0,True,Fat Loss,1,3,real,train
44,Female,162.6,56.7,21.46,Normal,1285.0,1991.7,Moderate Activity,1.55,4.0,0.0,True,Maintenance,8,6,real,train
19,Male,182.9,61.2,18.31,Underweight,1678.5,3038.1,High Activity,1.81,12.0,0.0,True,Muscle Gain,6,4,real,train
20,Male,154.9,59.0,24.56,Normal,1508.4,2730.1,High Activity,1.81,10.0,0.0,True,Maintenance,9,6,real,train
65,Female,175.3,61.2,19.94,Normal,1275.3,2308.4,High Activity,1.81,25.0,10.0,True,Maintenance,9,6,real,train
31,Female,172.7,65.8,22.05,Normal,1456.6,2636.5,High Activity,1.81,7.0,0.0,True,Fat Loss,3,1,real,train
64,Male,185.4,88.5,25.73,Overweight,1799.8,2789.7,Moderate Activity,1.55,4.0,0.0,True,Fat Loss,2,2,real,train
55,Male,175.3,97.5,31.75,Obese,1923.7,2981.7,Moderate Activity,1.55,4.0,0.0,True,Fat Loss,2,3,real,train
63,Female,167.6,80.3,28.57,Overweight,1436.6,2600.2,High Activity,1.81,35.0,0.0,True,Fat Loss,3,2,real,train
61,Female,165.1,63.5,23.3,Normal,1282.2,2320.7,High Activity,1.81,15.0,0.0,True,Fat Loss,3,1,real,train
34,Female,172.7,63.5,21.29,Normal,1422.7,2575.0,High Activity,1.81,18.0,3.0,True,Maintenance,9,6,real,train
55,Female,170.2,81.6,28.19,Overweight,1491.6,2699.9,High Activity,1.81,24.0,8.0,True,Fat Loss,3,2,real,train
55,Male,172.7,86.2,28.89,Overweight,1759.6,2727.4,Moderate Activity,1.55,4.0,2.0,True,Fat Loss,2,2,real,train
37,Female,180.3,65.8,20.22,Normal,1454.3,1876.0,Low Activity,1.29,1.0,0.0,True,Fat Loss,1,1,real,train
65,Male,182.9,81.2,24.28,Normal,1684.7,3049.4,High Activity,1.81,5.0,0.0,True,Fat Loss,3,1,real,train
52,Male,182.9,77.1,23.06,Normal,1703.9,3084.0,High Activity,1.81,20.0,5.0,True,Fat Loss,3,1,real,train
43,Female,180.3,61.2,18.83,Normal,1386.3,2148.8,Moderate Activity,1.55,0.0,2.0,True,Maintenance,8,6,real,train
28,Male,175.3,72.6,23.63,Normal,1742.8,3154.4,High Activity,1.81,80.0,10.0,True,Muscle Gain,6,5,real,train
62,Female,167.6,61.2,21.79,Normal,1264.7,2289.1,High Activity,1.81,0.0,6.0,True,Fat Loss,3,1,real,train
57,Male,180.3,78.5,24.13,Normal,1681.5,3043.5,High Activity,1.81,40.0,16.0,True,Maintenance,9,6,real,train
58,Female,167.6,104.3,37.12,Obese,1680.5,2604.8,Moderate Activity,1.55,4.0,0.0,True,Fat Loss,2,3,real,train
35,Male,154.9,99.8,41.57,Obese,1970.1,3565.9,High Activity,1.81,8.0,1.0,True,Fat Loss,3,3,real,train
41,Female,165.1,72.6,26.63,Overweight,1452.6,2251.6,Moderate Activity,1.55,3.0,0.0,True,Fat Loss,2,2,real,train
60,Male,182.9,83.9,25.09,Overweight,1749.6,3166.8,High Activity,1.81,5.0,10.0,True,Fat Loss,3,2,real,train
52,Female,167.6,83.9,29.86,Overweight,1517.7,2747.1,High Activity,1.81,5.0,7.0,True,Maintenance,9,7,real,train
34,Male,175.3,74.8,24.37,Normal,1739.1,3147.7,High Activity,1.81,40.0,0.0,True,Muscle Gain,6,5,real,train
42,Male,182.9,89.8,26.85,Overweight,1930.8,2992.7,Moderate Activity,1.55,2.0,2.0,True,Maintenance,8,7,real,train
59,Female,175.3,63.5,20.67,Normal,1322.3,2393.3,High Activity,1.81,3.0,5.0,True,Maintenance,9,6,real,train
36,Male,182.9,81.6,24.41,Normal,1855.5,3358.4,High Activity,1.81,14.0,1.0,True,Maintenance,9,6,real,train
44,Male,154.9,80.7,33.63,Obese,1663.8,3011.5,High Activity,1.81,2.0,7.0,True,Fat Loss,3,3,real,train
51,Female,157.5,59.0,23.78,Normal,1259.9,2280.4,High Activity,1.81,48.0,0.0,True,Fat Loss,3,1,real,train
53,Female,162.6,68.0,25.75,Overweight,1350.9,2445.1,High Activity,1.81,40.0,0.0,True,Fat Loss,3,2,real,train
55,Female,154.9,56.7,23.62,Normal,1213.7,2196.9,High Activity,1.81,20.0,0.0,True,Fat Loss,3,1,real,train
29,Male,182.9,77.1,23.06,Normal,1834.4,3320.3,High Activity,1.81,10.0,0.0,True,Muscle Gain,6,5,real,train
56,Female,165.1,63.5,23.3,Normal,1303.8,2359.9,High Activity,1.81,25.0,0.0,True,Maintenance,9,6,real,train
43,Female,180.3,70.3,21.62,Normal,1470.2,2661.1,High Activity,1.81,15.0,3.0,True,Fat Loss,3,1,real,train
60,Male,182.9,94.3,28.21,Overweight,1889.4,3419.7,High Activity,1.81,25.0,3.0,True,Maintenance,9,7,real,train
65,Male,172.7,77.1,25.85,Overweight,1581.3,2862.1,High Activity,1.81,21.0,0.0,True,Fat Loss,3,2,real,train
52,Male,175.3,88.5,28.8,Overweight,1819.2,3292.8,High Activity,1.81,5.0,5.0,True,Fat Loss,3,2,real,train
46,Male,160.0,52.2,20.37,Normal,1294.0,2342.1,High Activity,1.81,24.0,0.0,True,Maintenance,9,6,real,train
19,Male,188.0,81.6,23.11,Normal,1976.3,3577.2,High Activity,1.81,10.0,3.0,True,Muscle Gain,6,5,real,train
41,Male,180.3,74.8,23.01,Normal,1723.7,3119.9,High Activity,1.81,10.0,3.0,True,Maintenance,9,6,real,train
24,Female,175.3,90.7,29.53,Overweight,1725.5,3123.2,High Activity,1.81,70.0,0.0,True,Fat Loss,3,2,real,train
27,Male,170.2,72.6,25.06,Overweight,1724.1,3120.5,High Activity,1.81,10.0,10.0,True,Fat Loss,3,2,real,train
57,Male,170.2,81.6,28.19,Overweight,1675.3,3032.3,High Activity,1.81,18.0,0.0,True,Fat Loss,3,2,real,train
33,Female,172.7,84.8,28.43,Overweight,1624.1,2517.4,Moderate Activity,1.55,4.0,0.0,True,Maintenance,8,7,real,train
51,Female,167.6,68.0,24.21,Normal,1375.3,2489.2,High Activity,1.81,10.0,10.0,True,Maintenance,9,6,real,train
41,Male,185.4,79.4,23.09,Normal,1808.9,3274.1,High Activity,1.81,3.0,3.0,True,Fat Loss,3,1,real,train
45,Female,162.6,72.6,27.46,Overweight,1427.5,1841.4,Low Activity,1.29,0.0,0.0,False,Fat Loss,1,2,real,train
64,Male,154.9,95.3,39.68,Obese,1744.7,3157.9,High Activity,1.81,9.0,1.0,True,Fat Loss,3,3,real,train
60,Female,160.0,81.6,31.89,Obese,1438.5,2603.7,High Activity,1.81,30.0,10.0,True,Fat Loss,3,3,real,train
49,Female,157.5,47.6,19.2,Normal,1163.7,2106.3,High Activity,1.81,30.0,0.0,True,Maintenance,9,6,real,train
62,Male,182.9,98.4,29.43,Overweight,1932.7,3498.2,High Activity,1.81,12.0,0.0,True,Fat Loss,3,2,real,train
26,Female,162.6,54.4,20.6,Normal,1341.9,2428.9,High Activity,1.81,10.0,0.0,True,Muscle Gain,6,5,real,train
52,Male,180.3,79.4,24.41,Normal,1722.0,3116.9,High Activity,1.81,5.0,3.0,True,Maintenance,9,6,real,train
19,Female,167.6,72.6,25.82,Overweight,1555.8,2815.9,High Activity,1.81,6.0,0.0,True,Fat Loss,3,2,real,train
28,Female,160.0,49.9,19.49,Normal,1283.5,2323.1,High Activity,1.81,10.0,1.0,True,Muscle Gain,6,5,real,train
59,Female,167.6,49.9,17.75,Underweight,1172.9,2122.9,High Activity,1.81,1.0,5.0,True,Muscle Gain,6,4,real,train
44,Male,182.9,104.3,31.19,Obese,2113.9,3276.5,Moderate Activity,1.55,3.0,0.0,True,Fat Loss,2,3,real,train
63,Female,162.6,79.4,30.04,Obese,1412.4,2556.5,High Activity,1.81,15.0,0.0,True,Fat Loss,3,3,real,train
42,Female,170.2,81.6,28.19,Overweight,1547.9,2801.8,High Activity,1.81,5.0,0.0,True,Maintenance,9,7,real,train
46,Male,182.9,86.2,25.77,Overweight,1859.4,3365.6,High Activity,1.81,40.0,5.0,True,Fat Loss,3,2,real,train
22,Male,195.6,97.5,25.49,Overweight,2208.6,3997.5,High Activity,1.81,5.0,3.0,True,Fat Loss,3,2,real,train
32,Male,175.3,97.5,31.75,Obese,2054.3,3718.2,High Activity,1.81,60.0,5.0,True,Fat Loss,3,3,real,train
57,Male,170.2,77.1,26.63,Overweight,1614.5,2922.3,High Activity,1.81,20.0,0.0,True,Fat Loss,3,2,real,train
54,Female,175.3,70.3,22.89,Normal,1406.9,1814.8,Low Activity,1.29,1.0,0.0,True,Fat Loss,1,1,real,train
46,Female,165.1,86.2,31.62,Obese,1556.8,2817.8,High Activity,1.81,10.0,0.0,True,Fat Loss,3,3,real,train
32,Female,167.6,54.4,19.37,Normal,1331.7,2410.4,High Activity,1.81,20.0,10.0,True,Maintenance,9,6,real,train
57,Male,175.3,72.6,23.63,Normal,1578.1,2856.4,High Activity,1.81,25.0,3.0,True,Fat Loss,3,1,real,train
29,Male,193.0,145.1,38.95,Obese,2794.7,5058.4,High Activity,1.81,30.0,0.0,True,Fat Loss,3,3,real,train
64,Male,185.4,90.7,26.39,Overweight,1830.2,3312.7,High Activity,1.81,20.0,10.0,True,Fat Loss,3,2,real,train
55,Female,165.1,68.0,24.96,Normal,1350.1,2443.6,High Activity,1.81,8.0,0.0,True,Fat Loss,3,1,real,train
38,Female,167.6,68.0,24.21,Normal,1431.6,1846.7,Low Activity,1.29,2.0,1.0,True,Maintenance,7,6,real,train
20,Male,188.0,72.6,20.54,Normal,1849.1,3346.9,High Activity,1.81,15.0,3.0,True,Muscle Gain,6,5,real,train
44,Male,172.7,77.1,25.85,Overweight,1700.5,3077.9,High Activity,1.81,5.0,0.0,True,Fat Loss,3,2,real,train
18,Female,162.6,59.0,22.31,Normal,1418.5,2567.5,High Activity,1.81,15.0,0.0,True,Fat Loss,3,1,real,train
52,Female,172.7,79.4,26.61,Overweight,1491.5,2699.7,High Activity,1.81,5.0,1.0,True,Fat Loss,3,2,real,train
64,Male,182.9,90.7,27.12,Overweight,1818.0,3290.6,High Activity,1.81,15.0,20.0,True,Maintenance,9,7,real,train
65,Female,175.3,72.6,23.63,Normal,1380.2,2498.2,High Activity,1.81,20.0,6.0,True,Fat Loss,3,1,real,train
36,Male,190.5,93.0,25.62,Overweight,2043.9,3699.5,High Activity,1.81,5.0,1.0,True,Fat Loss,3,2,real,train
48,Female,157.5,59.0,23.78,Normal,1272.9,2303.9,High Activity,1.81,10.0,2.0,True,Maintenance,9,6,real,train
39,Female,170.2,93.0,32.11,Obese,1665.8,3015.1,High Activity,1.81,10.0,3.0,True,Fat Loss,3,2,real,train
57,Female,157.5,59.0,23.78,Normal,1233.9,2233.4,High Activity,1.81,5.0,0.0,True,Maintenance,9,6,real,train
37,Male,154.9,97.5,40.62,Obese,1928.4,3490.4,High Activity,1.81,3.0,15.0,True,Fat Loss,3,3,real,train
50,Female,160.0,59.0,23.03,Normal,1272.1,2302.5,High Activity,1.81,5.0,5.0,True,Maintenance,9,6,real,train
24,Female,167.6,68.0,24.21,Normal,1492.2,2700.8,High Activity,1.81,10.0,4.0,True,Maintenance,9,6,real,train
53,Female,162.6,62.1,23.52,Normal,1296.3,2346.4,High Activity,1.81,20.0,20.0,True,Fat Loss,3,1,real,train
51,Female,157.5,57.2,23.05,Normal,1243.1,2250.1,High Activity,1.81,10.0,1.0,True,Maintenance,9,6,real,train
19,Female,157.5,49.9,20.12,Normal,1314.6,1695.8,Low Activity,1.29,1.0,0.0,True,Fat Loss,1,1,real,train
19,Female,160.0,49.9,19.49,Normal,1322.4,2393.6,High Activity,1.81,6.0,6.0,True,Maintenance,9,6,real,train
36,Female,160.0,63.5,24.8,Normal,1374.7,2130.7,Moderate Activity,1.55,2.0,2.0,True,Muscle Gain,5,5,real,train
62,Female,160.0,86.2,33.66,Obese,1471.8,2664.0,High Activity,1.81,6.0,0.0,True,Fat Loss,3,3,real,train
63,Male,195.6,83.9,21.94,Normal,1793.5,3246.2,High Activity,1.81,10.0,3.0,True,Maintenance,9,6,real,train
35,Male,180.3,79.4,24.41,Normal,1818.6,3291.6,High Activity,1.81,28.0,0.0,True,Fat Loss,9,2,real,train
50,Male,180.3,79.4,24.41,Normal,1733.4,3137.5,High Activity,1.81,5.0,8.0,True,Maintenance,9,6,real,train
51,Female,175.3,52.2,16.98,Underweight,1252.1,2266.2,High Activity,1.81,10.0,10.0,True,Muscle Gain,6,4,real,train
51,Female,160.0,59.0,23.03,Normal,1267.8,2294.7,High Activity,1.81,6.0,4.0,True,Maintenance,9,6,real,train
61,Female,172.7,86.2,28.89,Overweight,1515.5,2743.0,High Activity,1.81,5.0,1.0,True,Fat Loss,3,2,real,train
30,Female,160.0,59.0,23.03,Normal,1358.7,2106.0,Moderate Activity,1.55,3.0,0.0,True,Maintenance,8,6,real,train
23,Male,190.5,86.2,23.75,Normal,2026.6,3668.1,High Activity,1.81,7.0,0.0,True,Muscle Gain,6,5,real,train
57,Male,154.9,77.1,32.12,Obese,1541.4,2789.9,High Activity,1.81,2.0,5.0,True,Fat Loss,3,3,real,train
50,Female,172.7,95.3,31.93,Obese,1647.0,2981.1,High Activity,1.81,18.0,3.0,True,Fat Loss,3,3,real,train
44,Female,172.7,65.8,22.05,Normal,1400.3,2534.6,High Activity,1.81,30.0,3.0,True,Maintenance,9,6,real,train
25,Female,152.4,88.5,38.08,Obese,1629.4,2949.2,High Activity,1.81,20.0,0.0,True,Fat Loss,3,3,real,train
55,Female,167.6,79.4,28.25,Overweight,1462.8,2267.3,Moderate Activity,1.55,4.0,2.0,True,Fat Loss,2,2,real,train
36,Female,154.9,72.6,30.23,Obese,1442.8,1861.2,Low Activity,1.29,0.0,0.0,False,Fat Loss,1,3,real,train
57,Female,157.5,54.4,21.95,Normal,1192.0,2157.5,High Activity,1.81,15.0,1.0,True,Fat Loss,3,1,real,train
24,Female,170.2,59.0,20.36,Normal,1416.2,2563.2,High Activity,1.81,4.0,4.0,True,Maintenance,9,6,real,train
52,Male,185.4,90.7,26.39,Overweight,1898.3,3436.0,High Activity,1.81,20.0,20.0,True,Fat Loss,3,2,real,train
24,Male,193.0,120.2,32.26,Obese,2488.9,4504.8,High Activity,1.81,40.0,20.0,True,Fat Loss,3,3,real,train
51,Male,172.7,122.5,41.05,Obese,2268.4,3516.1,Moderate Activity,1.55,4.0,2.0,True,Fat Loss,2,3,real,train
33,Male,188.0,86.2,24.39,Normal,1957.6,3543.3,High Activity,1.81,15.0,15.0,True,Maintenance,9,6,real,train
34,Female,152.4,47.6,20.51,Normal,1212.9,2195.4,High Activity,1.81,25.0,6.0,True,Fat Loss,3,1,real,train
53,Female,167.6,88.5,31.47,Obese,1555.4,2815.2,High Activity,1.81,14.0,0.0,True,Fat Loss,3,3,real,train
51,Female,162.6,63.5,24.03,Normal,1317.6,2384.8,High Activity,1.81,40.0,10.0,True,Fat Loss,3,1,real,train
60,Male,154.9,79.4,33.07,Obese,1554.7,2814.1,High Activity,1.81,5.0,3.0,True,Fat Loss,3,3,real,train
30,Male,188.0,90.7,25.68,Overweight,2035.4,3684.1,High Activity,1.81,4.0,4.0,True,Fat Loss,3,2,real,train
59,Male,188.0,104.3,29.53,Overweight,2053.1,3716.1,High Activity,1.81,5.0,0.0,True,Maintenance,9,7,real,train
63,Male,182.9,82.6,24.68,Normal,1714.3,2657.2,Moderate Activity,1.55,3.0,1.0,True,Maintenance,8,6,real,train
37,Male,154.9,90.7,37.79,Obese,1837.2,3325.4,High Activity,1.81,10.0,0.0,True,Fat Loss,3,3,real,train
54,Female,188.0,97.5,27.6,Overweight,1697.9,2190.2,Low Activity,1.29,0.0,0.0,True,Fat Loss,1,2,real,train
20,Male,170.2,72.6,25.06,Overweight,1763.8,2733.9,Moderate Activity,1.55,4.0,0.0,True,Fat Loss,2,2,real,train
59,Female,157.5,90.7,36.58,Obese,1518.9,2354.2,Moderate Activity,1.55,4.0,2.0,True,Fat Loss,2,3,real,train
55,Male,190.5,95.3,26.25,Overweight,1966.5,3559.3,High Activity,1.81,6.0,0.0,True,Fat Loss,3,2,real,train
22,Male,180.3,113.4,34.87,Obese,2348.1,4250.1,High Activity,1.81,10.0,0.0,True,Fat Loss,3,3,real,train
45,Female,160.0,54.4,21.26,Normal,1251.8,2265.8,High Activity,1.81,25.0,0.0,True,Maintenance,9,6,real,train
60,Female,165.1,63.5,23.3,Normal,1286.5,1659.6,Low Activity,1.29,2.0,0.0,True,Maintenance,7,6,real,train
58,Female,154.9,83.9,34.96,Obese,1452.4,1873.6,Low Activity,1.29,2.0,0.0,True,Fat Loss,1,3,real,train
64,Female,162.6,65.8,24.89,Normal,1282.3,1987.5,Moderate Activity,1.55,3.0,0.0,True,Fat Loss,2,1,real,train
34,Female,160.0,81.6,31.89,Obese,1551.1,2807.5,High Activity,1.81,6.0,0.0,True,Fat Loss,3,3,real,train
54,Female,152.4,57.2,24.61,Normal,1214.4,2198.1,High Activity,1.81,8.0,8.0,True,Fat Loss,3,1,real,train
39,Male,182.9,83.9,25.09,Overweight,1868.8,3382.5,High Activity,1.81,15.0,0.0,True,Fat Loss,3,2,real,train
25,Female,157.5,45.4,18.29,Underweight,1246.7,2256.4,High Activity,1.81,5.0,0.0,True,Muscle Gain,6,4,real,train
58,Male,170.2,83.9,28.97,Overweight,1700.0,3077.0,High Activity,1.81,10.0,1.0,True,Fat Loss,3,2,real,train
52,Female,167.6,72.6,25.82,Overweight,1412.9,2190.0,Moderate Activity,1.55,3.0,0.0,True,Fat Loss,2,2,real,train
48,Male,175.3,113.4,36.92,Obese,2176.1,3938.8,High Activity,1.81,20.0,30.0,True,Fat Loss,3,3,real,train
57,Male,182.9,104.3,31.19,Obese,2040.1,3692.5,High Activity,1.81,10.0,0.0,True,Fat Loss,3,3,real,train
46,Male,175.3,65.8,21.41,Normal,1549.4,2401.6,Moderate Activity,1.55,4.0,1.0,True,Maintenance,8,6,real,train
43,Male,193.0,95.3,25.56,Overweight,2046.8,3704.7,High Activity,1.81,0.0,3.0,True,Fat Loss,3,2,real,train
50,Male,180.3,86.2,26.5,Overweight,1824.6,3302.4,High Activity,1.81,20.0,20.0,True,Fat Loss,3,2,real,train
24,Female,154.9,86.2,35.9,Obese,1620.6,2090.6,Low Activity,1.29,1.0,0.0,True,Fat Loss,1,3,real,train
